,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2021-10-01,AAPL,141.89999389648438,142.9199981689453,139.11000061035156,141.40426635742188,94639600.0,4.0,-1.7034874699436386,155.38284749461332,137.13218851612885,46.92773084393142,-142.19014767848648,41.749873016525676,147.1717971801758,146.26941528320313,21.100000381469727,120.12364961175095
0,2021-10-01,AMGN,213.58999633789062,214.61000061035156,210.8000030517578,203.84588623046875,2629400.0,4.0,-3.0973309737391332,212.76798770669112,199.37958004233232,40.4085391062583,-96.7568999997617,36.18924396865594,208.4808314005534,217.10333989461262,21.100000381469727,120.12364961175095
0,2021-10-01,AXP,168.5,175.1199951171875,168.47999572753906,170.06536865234375,3956000.0,4.0,2.273329835693062,174.21886249425972,149.23288616296685,56.265108001908686,117.53847127932472,15.667511427030087,161.21566365559895,163.45888646443686,21.100000381469727,120.12364961175095
0,2021-10-01,BA,222.85000610351562,226.72000122070312,220.60000610351562,226.0,9113600.0,4.0,0.7303196074973926,226.90944176383826,205.72756079963833,51.6140465212069,116.64944036125168,2.0271703824919443,217.17533365885416,221.96850026448567,21.100000381469727,120.12364961175095
0,2021-10-01,CAT,192.89999389648438,195.8699951171875,191.24000549316406,186.91343688964844,3695500.0,4.0,-3.6206706866800857,204.62518588172549,180.45325955284483,41.999428759295725,-112.10655343121653,36.20317632064168,195.93033345540366,199.43952611287435,21.100000381469727,120.12364961175095
0,2021-10-01,CRM,271.5,276.3399963378906,268.7699890136719,275.260009765625,4756000.0,4.0,4.851691661115524,283.66993005096356,246.94706671417316,59.82462892412226,94.53794412439407,25.507163149686907,264.67866566975914,254.8476661682129,21.100000381469727,120.12364961175095
0,2021-10-01,CSCO,54.599998474121094,55.40999984741211,54.040000915527344,52.28946304321289,18338000.0,4.0,-0.5675700792755407,56.69878692651772,51.223858260860204,46.228559603541584,-141.04285839699904,30.201894085613958,54.6358829498291,53.41573244730632,21.100000381469727,120.12364961175095
0,2021-10-01,CVX,102.22000122070312,104.54000091552734,101.87999725341797,98.6795654296875,10854900.0,4.0,1.2740069879409504,99.02091897860883,87.58116994961382,56.73404758279269,186.06526966217137,19.930226900750352,92.84026209513347,93.4561196645101,21.100000381469727,120.12364961175095
0,2021-10-01,DIS,172.27999877929688,177.32000732421875,171.97000122070312,176.00999450683594,12165000.0,4.0,-1.747908685147678,189.84506571376366,168.69892995274026,48.2084650227974,-78.11972490150441,14.275422214796372,179.27733154296874,178.49933293660482,21.100000381469727,120.12364961175095
0,2021-10-01,GS,379.44000244140625,382.7200012207031,375.8500061035156,365.67034912109375,2382300.0,4.0,-4.296926430620545,401.98621165701616,357.4639683966948,46.607948246730906,-132.58958527915874,14.75515570118282,384.42307434082034,376.23333028157555,21.100000381469727,120.12364961175095
